,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
21,"[-8, 15, 3, 9, -2, 1, 15, -2, -4]","[5, -1, 15, 8, 0, 2, 7, 10, 12]","[-4, 19, 7, 13, 2, 5, 19, 2, 0]","[9, 3, 19, 12, 4, 6, 11, 14, 16]","[-8, 15, 3, 9, -2, 1, 15, -4]","[5, -1, 15, 8, 0, 2, 7, 12]","[-8, 15, 3, 9, -2, 1, 4, 15, -2, -4]","[5, -1, 15, 8, 0, 2, 4, 7, 10, 12]","[-0.125, 0.06666666666666667, 0.3333333333333333, 0.1111111111111111, -0.5, 1.0, 0.06666666666666667, -0.5, -0.25]","[0.2, -1.0, 0.06666666666666667, 0.125, 'ZeroDivisionError', 0.5, 0.14285714285714285, 0.1, 0.08333333333333333]","[-32, 60, 12, 36, -8, 4, 60, -8, -16]","[20, -4, 60, 32, 0, 8, 28, 40, 48]","[15, -2, -4, 1, -2, 15, 3, 9, -8]","[7, 0, 2, -1, 15, 8, 12, 5, 10]","[-8, -1, 3, 8, -2, 1, 7, -2, -4]","[7, -2, -4, -1, -2, 8, 3, 5, -8]","[-4, 3, 7, 12, 2, 5, 11, 2, 0]","[-32, -4, 12, 32, -8, 4, 28, -8, -16]",error,"[-8, -1, 3, 8, -2, 1, 4, 7, -2, -4]","[-8, -1, 3, 8, -2, 1, 7, -4]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
22,"[12, -6, 10, 11, -6]","[-5, -10, 5, 11, -3]","[16, -2, 14, 15, -2]","[-1, -6, 9, 15, 1]","[-6, 10, 11, -6]","[-10, 5, 11, -3]","[12, 4, -6, 10, 11, -6]","[-5, 4, -10, 5, 11, -3]","[0.08333333333333333, -0.16666666666666666, 0.1, 0.09090909090909091, -0.16666666666666666]","[-0.2, -0.1, 0.2, 0.09090909090909091, -0.3333333333333333]","[48, -24, 40, 44, -24]","[-20, -40, 20, 44, -12]","[12, -6, -6, 11, 10]","[11, -3, -10, 5, -5]","[-5, -10, 5, 11, -6]","[11, -6, -10, 5, -5]","[-1, -6, 9, 15, -2]","[-20, -40, 20, 44, -24]","[-0.2, -0.16666666666666666, 0.1, 0.09090909090909091, -0.3333333333333333]","[-5, 4, -10, 5, 11, -6]","[-10, 5, 11, -6]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
23,"[-4, -13, -10, -4, -9, 8, 7, -14, -1, -2, -16, 4, -6, 6]","[-10, -5, -1, -5, 9, 6, -13, -6, -11, 6, -1, -14, 3, 5]","[0, -9, -6, 0, -5, 12, 11, -10, 3, 2, -12, 8, -2, 10]","[-6, -1, 3, -1, 13, 10, -9, -2, -7, 10, 3, -10, 7, 9]","[-4, -13, -10, -4, -9, 8, 7, -14, -1, -2, -16, 4, -6]","[-10, -5, -1, -5, 9, 6, -13, -6, -11, 6, -1, -14, 3]","[4, -4, -13, -10, -4, -9, 8, 7, -14, -1, -2, -16, 4, -6, 6]","[4, -10, -5, -1, -5, 9, 6, -13, -6, -11, 6, -1, -14, 3, 5]","[-0.25, -0.07692307692307693, -0.1, -0.25, -0.1111111111111111, 0.125, 0.14285714285714285, -0.07142857142857142, -1.0, -0.5, -0.0625, 0.25, -0.16666666666666666, 0.16666666666666666]","[-0.1, -0.2, -1.0, -0.2, 0.1111111111111111, 0.16666666666666666, -0.07692307692307693, -0.16666666666666666, -0.09090909090909091, 0.16666666666666666, -1.0, -0.07142857142857142, 0.3333333333333333, 0.2]","[-16, -52, -40, -16, -36, 32, 28, -56, -4, -8, -64, 16, -24, 24]","[-40, -20, -4, -20, 36, 24, -52, -24, -44, 24, -4, -56, 12, 20]","[-10, -9, -1, -14, 4, 8, -6, -16, 7, -13, -4, -2, -4, 6]","[6, 9, 5, 6, -14, -5, -1, -6, -11, -10, -13, 3, -5, -1]","[-10, -13, -10, -5, -9, 6, -13, -14, -11, -2, -16, -14, -6, 5]","[-10, -9, -1, -14, -14, -5, -6, -16, -11, -13, -13, -2, -5, -1]","[-6, -9, -6, -1, -5, 10, -9, -10, -7, 2, -12, -10, -2, 9]","[-40, -52, -40, -20, -36, 24, -52, -56, -44, -8, -64, -56, -24, 20]","[-0.25, -0.2, -1.0, -0.25, -0.1111111111111111, 0.125, -0.07692307692307693, -0.16666666666666666, -1.0, -0.5, -1.0, -0.07142857142857142, -0.16666666666666666, 0.16666666666666666]","[4, -10, -13, -10, -5, -9, 6, -13, -14, -11, -2, -16, -14, -6, 5]","[-10, -13, -10, -5, -9, 6, -13, -14, -11, -2, -16, -14, -6]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
24,"[14, 9, 2, 12, 5, -3]","[8, -2, -4, 8, -3, -6]","[18, 13, 6, 16, 9, 1]","[12, 2, 0, 12, 1, -2]","[14, 9, 2, 5, -3]","[8, -2, -4, -3, -6]","[14, 9, 4, 2, 12, 5, -3]","[8, -2, 4, -4, 8, -3, -6]","[0.07142857142857142, 0.1111111111111111, 0.5, 0.08333333333333333, 0.2, -0.3333333333333333]","[0.125, -0.5, -0.25, 0.125, -0.3333333333333333, -0.16666666666666666]","[56, 36, 8, 48, 20, -12]","[32, -8, -16, 32, -12, -24]","[5, 9, 12, -3, 2, 14]","[-2, -4, 8, -6, 8, -3]","[8, -2, -4, 8, -3, -6]","[-2, -4, 8, -6, 2, -3]","[12, 2, 0, 12, 1, -2]","[32, -8, -16, 32, -12, -24]","[0.07142857142857142, -0.5, -0.25, 0.08333333333333333, -0.3333333333333333, -0.3333333333333333]","[8, -2, 4, -4, 8, -3, -6]","[8, -2, -4, -3, -6]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
25,"[8, 5, -6, -5, -3, 4, -2, 2, 9, 8, -6, 1, 2]","[4, -6, -7, 11, -4, 4, 6, 1, -3, -7, 1, 6, 10]","[12, 9, -2, -1, 1, 8, 2, 6, 13, 12, -2, 5, 6]","[8, -2, -3, 15, 0, 8, 10, 5, 1, -3, 5, 10, 14]","[8, 5, -6, -5, -3, 4, -2, 2, 9, 8, 1, 2]","[4, -6, -7, 11, -4, 4, 6, 1, -3, -7, 6, 10]","[8, 5, -6, -5, -3, 4, 4, -2, 2, 9, 8, -6, 1, 2]","[4, -6, -7, 11, -4, 4, 4, 6, 1, -3, -7, 1, 6, 10]","[0.125, 0.2, -0.16666666666666666, -0.2, -0.3333333333333333, 0.25, -0.5, 0.5, 0.1111111111111111, 0.125, -0.16666666666666666, 1.0, 0.5]","[0.25, -0.16666666666666666, -0.14285714285714285, 0.09090909090909091, -0.25, 0.25, 0.16666666666666666, 1.0, -0.3333333333333333, -0.14285714285714285, 1.0, 0.16666666666666666, 0.1]","[32, 20, -24, -20, -12, 16, -8, 8, 36, 32, -24, 4, 8]","[16, -24, -28, 44, -16, 16, 24, 4, -12, -28, 4, 24, 40]","[-6, 5, -5, 1, 8, 9, 2, -6, 2, -3, 8, 4, -2]","[4, -4, 10, 6, 1, -6, 1, 6, 4, -7, -3, -7, 11]","[4, -6, -7, -5, -4, 4, -2, 1, -3, -7, -6, 1, 2]","[-6, -4, -5, 1, 1, -6, 1, -6, 2, -7, -3, -7, -2]","[8, -2, -3, -1, 0, 8, 2, 5, 1, -3, -2, 5, 6]","[16, -24, -28, -20, -16, 16, -8, 4, -12, -28, -24, 4, 8]","[0.125, -0.16666666666666666, -0.16666666666666666, -0.2, -0.3333333333333333, 0.25, -0.5, 0.5, -0.3333333333333333, -0.14285714285714285, -0.16666666666666666, 0.16666666666666666, 0.1]","[4, -6, -7, -5, -4, 4, 4, -2, 1, -3, -7, -6, 1, 2]","[4, -6, -7, -5, -4, 4, -2, 1, -3, -7, 1, 2]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
26,"[-12, -3, -12, 7, -14, -13, -5, -13, 7, 3, -2, 5, -4]","[-4, -14, -9, -15, -6, -13, 4, -8, -17, -16, 6, -17, -15]","[-8, 1, -8, 11, -10, -9, -1, -9, 11, 7, 2, 9, 0]","[0, -10, -5, -11, -2, -9, 8, -4, -13, -12, 10, -13, -11]","[-12, -3, -12, 7, -14, -13, -5, -13, 7, 3, -2, -4]","[-4, -14, -9, -15, -6, -13, 4, -8, -17, -16, 6, -15]","[-12, -3, -12, 7, -14, -13, -5, -13, 7, 3, -2, 4, 5, -4]","[-4, -14, -9, -15, -6, -13, 4, -8, -17, -16, 6, 4, -17, -15]","[-0.08333333333333333, -0.3333333333333333, -0.08333333333333333, 0.14285714285714285, -0.07142857142857142, -0.07692307692307693, -0.2, -0.07692307692307693, 0.14285714285714285, 0.3333333333333333, -0.5, 0.2, -0.25]","[-0.25, -0.07142857142857142, -0.1111111111111111, -0.06666666666666667, -0.16666666666666666, -0.07692307692307693, 0.25, -0.125, -0.058823529411764705, -0.0625, 0.16666666666666666, -0.058823529411764705, -0.06666666666666667]","[-48, -12, -48, 28, -56, -52, -20, -52, 28, 12, -8, 20, -16]","[-16, -56, -36, -60, -24, -52, 16, -32, -68, -64, 24, -68, -60]","[-3, -5, -14, 7, -4, -13, 7, -12, 5, -12, -13, 3, -2]","[6, -8, -14, -16, -6, 4, -17, -15, -15, -4, -17, -13, -9]","[-12, -14, -12, -15, -14, -13, -5, -13, -17, -16, -2, -17, -15]","[-3, -8, -14, -16, -6, -13, -17, -15, -15, -12, -17, -13, -9]","[-8, -10, -8, -11, -10, -9, -1, -9, -13, -12, 2, -13, -11]","[-48, -56, -48, -60, -56, -52, -20, -52, -68, -64, -8, -68, -60]","[-0.25, -0.3333333333333333, -0.1111111111111111, -0.06666666666666667, -0.16666666666666666, -0.07692307692307693, -0.2, -0.125, -0.058823529411764705, -0.0625, -0.5, -0.058823529411764705, -0.25]","[-12, -14, -12, -15, -14, -13, -5, -13, -17, -16, -2, 4, -17, -15]","[-12, -14, -12, -15, -14, -13, -5, -13, -17, -16, -2, -15]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
27,"[-9, -12, -8, 2, -11]","[-1, 1, 5, 3, 2]","[-5, -8, -4, 6, -7]","[3, 5, 9, 7, 6]","[-9, -12, 2, -11]","[-1, 1, 3, 2]","[4, -9, -12, -8, 2, -11]","[4, -1, 1, 5, 3, 2]","[-0.1111111111111111, -0.08333333333333333, -0.125, 0.5, -0.09090909090909091]","[-1.0, 1.0, 0.2, 0.3333333333333333, 0.5]","[-36, -48, -32, 8, -44]","[-4, 4, 20, 12, 8]","[-9, -8, -11, 2, -12]","[1, 2, -1, 3, 5]","[-9, -12, -8, 2, -11]","[-9, -8, -11, 2, -12]","[-5, -8, -4, 6, -7]","[-36, -48, -32, 8, -44]","[-1.0, -0.08333333333333333, -0.125, 0.3333333333333333, -0.09090909090909091]","[4, -9, -12, -8, 2, -11]","[-9, -12, 2, -11]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
28,"[8, -12, -14]","[-16, 2, 4]","[12, -8, -10]","[-12, 6, 8]","[8, -14]","[-16, 4]","[8, -12, -14, 4]","[-16, 2, 4, 4]","[0.125, -0.08333333333333333, -0.07142857142857142]","[-0.0625, 0.5, 0.25]","[32, -48, -56]","[-64, 8, 16]","[-12, -14, 8]","[4, 2, -16]","[-16, -12, -14]","[-12, -14, -16]","[-12, -8, -10]","[-64, -48, -56]","[-0.0625, -0.08333333333333333, -0.07142857142857142]","[-16, -12, -14, 4]","[-16, -14]",No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
29,"[-6, 6, 4]","[-18, -3, -8]","[-2, 10, 8]","[-14, 1, -4]","[-6, 4]","[-18, -8]","[4, -6, 6, 4]","[4, -18, -3, -8]","[-0.16666666666666666, 0.16666666666666666, 0.25]","[-0.05555555555555555, -0.3333333333333333, -0.125]","[-24, 24, 16]","[-72, -12, -32]","[-6, 4, 6]","[-3, -8, -18]","[-18, -3, -8]","[-6, -8, -18]","[-14, 1, -4]","[-72, -12, -32]","[-0.16666666666666666, -0.3333333333333333, -0.125]","[4, -18, -3, -8]","[-18, -8]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
30,"[5, -4, 10, 10]","[3, 7, 12, 7]","[9, 0, 14, 14]","[7, 11, 16, 11]","[5, 10, 10]","[3, 12, 7]","[5, -4, 10, 10, 4]","[3, 7, 12, 7, 4]","[0.2, -0.25, 0.1, 0.1]","[0.3333333333333333, 0.14285714285714285, 0.08333333333333333, 0.14285714285714285]","[20, -16, 40, 40]","[12, 28, 48, 28]","[10, 10, -4, 5]","[7, 7, 12, 3]","[3, -4, 10, 7]","[7, 7, -4, 3]","[7, 0, 14, 11]","[12, -16, 40, 28]","[0.2, -0.25, 0.08333333333333333, 0.1]","[3, -4, 10, 7, 4]","[3, 10, 7]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
31,"[0, -4, -8, 4, 9, 6, -1, -1, 4, -14]","[8, -4, -8, -2, -3, 6, 6, 12, 2, -15]","[4, 0, -4, 8, 13, 10, 3, 3, 8, -10]","[12, 0, -4, 2, 1, 10, 10, 16, 6, -11]","[0, -4, -8, 4, 9, 6, -1, 4, -14]","[8, -4, -8, -2, -3, 6, 6, 2, -15]","[0, -4, -8, 4, 4, 9, 6, -1, -1, 4, -14]","[8, -4, -8, -2, 4, -3, 6, 6, 12, 2, -15]","['ZeroDivisionError', -0.25, -0.125, 0.25, 0.1111111111111111, 0.16666666666666666, -1.0, -1.0, 0.25, -0.07142857142857142]","[0.125, -0.25, -0.125, -0.5, -0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.08333333333333333, 0.5, -0.06666666666666667]","[0, -16, -32, 16, 36, 24, -4, -4, 16, -56]","[32, -16, -32, -8, -12, 24, 24, 48, 8, -60]","[-14, -1, 4, -4, -1, 4, 9, -8, 6, 0]","[-15, -2, -3, 8, -8, 2, 6, -4, 6, 12]","[0, -4, -8, -2, -3, 6, -1, -1, 2, -15]","[-15, -2, -3, -4, -8, 2, 6, -8, 6, 0]","[4, 0, -4, 2, 1, 10, 3, 3, 6, -11]","[0, -16, -32, -8, -12, 24, -4, -4, 8, -60]",error,"[0, -4, -8, -2, 4, -3, 6, -1, -1, 2, -15]","[0, -4, -8, -2, -3, 6, -1, 2, -15]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
32,"[-5, 14, 0, 5, 8]","[-1, 1, 7, 3, 0]","[-1, 18, 4, 9, 12]","[3, 5, 11, 7, 4]","[-5, 14, 0, 5]","[-1, 1, 7, 3]","[-5, 14, 0, 4, 5, 8]","[-1, 1, 7, 4, 3, 0]","[-0.2, 0.07142857142857142, 'ZeroDivisionError', 0.2, 0.125]","[-1.0, 1.0, 0.14285714285714285, 0.3333333333333333, 'ZeroDivisionError']","[-20, 56, 0, 20, 32]","[-4, 4, 28, 12, 0]","[14, -5, 8, 5, 0]","[1, 3, 0, -1, 7]","[-5, 1, 0, 3, 0]","[1, -5, 0, -1, 0]","[-1, 5, 4, 7, 4]","[-20, 4, 0, 12, 0]",error,"[-5, 1, 0, 4, 3, 0]","[-5, 1, 0, 3]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
33,"[0, 14, -13]","[0, -9, 7]","[4, 18, -9]","[4, -5, 11]","[0, 14]","[0, -9]","[4, 0, 14, -13]","[4, 0, -9, 7]","['ZeroDivisionError', 0.07142857142857142, -0.07692307692307693]","['ZeroDivisionError', -0.1111111111111111, 0.14285714285714285]","[0, 56, -52]","[0, -36, 28]","[0, -13, 14]","[7, -9, 0]","[0, -9, -13]","[0, -13, 0]","[4, -5, -9]","[0, -36, -52]","['ZeroDivisionError', -0.1111111111111111, -0.07692307692307693]","[4, 0, -9, -13]","[0, -9]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
34,"[11, -5, -2, 5, 10, 6, -5, 9, -3, 14, 0, 10, 6]","[8, 2, 4, -4, 6, 15, -1, 11, -1, 7, -4, 8, -3]","[15, -1, 2, 9, 14, 10, -1, 13, 1, 18, 4, 14, 10]","[12, 6, 8, 0, 10, 19, 3, 15, 3, 11, 0, 12, 1]","[11, -5, -2, 5, 10, 6, -5, 9, 14, 0, 10, 6]","[8, 2, 4, -4, 6, 15, -1, 11, 7, -4, 8, -3]","[11, -5, -2, 5, 10, 6, -5, 4, 9, -3, 14, 0, 10, 6]","[8, 2, 4, -4, 6, 15, -1, 4, 11, -1, 7, -4, 8, -3]","[0.09090909090909091, -0.2, -0.5, 0.2, 0.1, 0.16666666666666666, -0.2, 0.1111111111111111, -0.3333333333333333, 0.07142857142857142, 'ZeroDivisionError', 0.1, 0.16666666666666666]","[0.125, 0.5, 0.25, -0.25, 0.16666666666666666, 0.06666666666666667, -1.0, 0.09090909090909091, -1.0, 0.14285714285714285, -0.25, 0.125, -0.3333333333333333]","[44, -20, -8, 20, 40, 24, -20, 36, -12, 56, 0, 40, 24]","[32, 8, 16, -16, 24, 60, -4, 44, -4, 28, -16, 32, -12]","[5, 14, -5, 0, 9, -5, 6, 6, 10, 11, -2, -3, 10]","[-4, 6, 8, 15, -4, 7, -1, 8, 11, -3, 4, -1, 2]","[8, -5, -2, -4, 6, 6, -5, 9, -3, 7, -4, 8, -3]","[-4, 6, -5, 0, -4, -5, -1, 6, 10, -3, -2, -3, 2]","[12, -1, 2, 0, 10, 10, -1, 13, 1, 11, 0, 12, 1]","[32, -20, -8, -16, 24, 24, -20, 36, -12, 28, -16, 32, -12]",error,"[8, -5, -2, -4, 6, 6, -5, 4, 9, -3, 7, -4, 8, -3]","[8, -5, -2, -4, 6, 6, -5, 9, 7, -4, 8, -3]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
35,"[6, -5, 5, -3, -3, -7, 4, -7, 1, 4, -3]","[1, 10, 9, 4, 2, 2, -4, -1, 3, -7, 9]","[10, -1, 9, 1, 1, -3, 8, -3, 5, 8, 1]","[5, 14, 13, 8, 6, 6, 0, 3, 7, -3, 13]","[6, -5, 5, -3, -3, -7, -7, 1, 4, -3]","[1, 10, 9, 4, 2, 2, -1, 3, -7, 9]","[6, 4, -5, 5, -3, -3, -7, 4, -7, 1, 4, -3]","[1, 4, 10, 9, 4, 2, 2, -4, -1, 3, -7, 9]","[0.16666666666666666, -0.2, 0.2, -0.3333333333333333, -0.3333333333333333, -0.14285714285714285, 0.25, -0.14285714285714285, 1.0, 0.25, -0.3333333333333333]","[1.0, 0.1, 0.1111111111111111, 0.25, 0.5, 0.5, -0.25, -1.0, 0.3333333333333333, -0.14285714285714285, 0.1111111111111111]","[24, -20, 20, -12, -12, -28, 16, -28, 4, 16, -12]","[4, 40, 36, 16, 8, 8, -16, -4, 12, -28, 36]","[-3, 4, 6, -7, 4, -5, -7, 5, 1, -3, -3]","[-4, 9, -1, 9, 3, 1, 2, 2, 10, -7, 4]","[1, -5, 5, -3, -3, -7, -4, -7, 1, -7, -3]","[-4, 4, -1, -7, 3, -5, -7, 2, 1, -7, -3]","[5, -1, 9, 1, 1, -3, 0, -3, 5, -3, 1]","[4, -20, 20, -12, -12, -28, -16, -28, 4, -28, -12]","[0.16666666666666666, -0.2, 0.1111111111111111, -0.3333333333333333, -0.3333333333333333, -0.14285714285714285, -0.25, -1.0, 0.3333333333333333, -0.14285714285714285, -0.3333333333333333]","[1, 4, -5, 5, -3, -3, -7, -4, -7, 1, -7, -3]","[1, -5, 5, -3, -3, -7, -7, 1, -7, -3]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
36,"[9, -8, -6, 7, 8, -8, -7, 1, 2, 4, -7, -3, 3, 1]","[4, -5, 3, 0, -6, 0, 0, 0, 8, 5, 10, 0, -6, -7]","[13, -4, -2, 11, 12, -4, -3, 5, 6, 8, -3, 1, 7, 5]","[8, -1, 7, 4, -2, 4, 4, 4, 12, 9, 14, 4, -2, -3]","[9, -8, -6, 7, 8, -7, 1, 2, 4, -7, -3, 3, 1]","[4, -5, 3, 0, -6, 0, 0, 8, 5, 10, 0, -6, -7]","[9, -8, -6, 7, 4, 8, -8, -7, 1, 2, 4, -7, -3, 3, 1]","[4, -5, 3, 0, 4, -6, 0, 0, 0, 8, 5, 10, 0, -6, -7]","[0.1111111111111111, -0.125, -0.16666666666666666, 0.14285714285714285, 0.125, -0.125, -0.14285714285714285, 1.0, 0.5, 0.25, -0.14285714285714285, -0.3333333333333333, 0.3333333333333333, 1.0]","[0.25, -0.2, 0.3333333333333333, 'ZeroDivisionError', -0.16666666666666666, 'ZeroDivisionError', 'ZeroDivisionError', 'ZeroDivisionError', 0.125, 0.2, 0.1, 'ZeroDivisionError', -0.16666666666666666, -0.14285714285714285]","[36, -32, -24, 28, 32, -32, -28, 4, 8, 16, -28, -12, 12, 4]","[16, -20, 12, 0, -24, 0, 0, 0, 32, 20, 40, 0, -24, -28]","[1, 7, 9, 1, 3, -7, 4, 2, -6, 8, -8, -7, -8, -3]","[-5, -7, 8, 0, 10, -6, 0, 0, 4, 0, -6, 0, 5, 3]","[4, -8, -6, 0, -6, -8, -7, 0, 2, 4, -7, -3, -6, -7]","[-5, -7, 8, 0, 3, -7, 0, 0, -6, 0, -8, -7, -8, -3]","[8, -4, -2, 4, -2, -4, -3, 4, 6, 8, -3, 1, -2, -3]","[16, -32, -24, 0, -24, -32, -28, 0, 8, 16, -28, -12, -24, -28]",error,"[4, -8, -6, 0, 4, -6, -8, -7, 0, 2, 4, -7, -3, -6, -7]","[4, -8, -6, 0, -6, -7, 0, 2, 4, -7, -3, -6, -7]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
37,"[-4, -4, 8, -14, 10, -3, -5, -15, 1, -11, 5]","[-15, 6, -12, -15, -10, 3, -7, 7, 4, 10, -9]","[0, 0, 12, -10, 14, 1, -1, -11, 5, -7, 9]","[-11, 10, -8, -11, -6, 7, -3, 11, 8, 14, -5]","[-4, 8, -14, 10, -3, -5, -15, 1, -11, 5]","[6, -12, -15, -10, 3, -7, 7, 4, 10, -9]","[-4, -4, 8, -14, 4, 10, -3, -5, -15, 1, -11, 5]","[-15, 6, -12, -15, 4, -10, 3, -7, 7, 4, 10, -9]","[-0.25, -0.25, 0.125, -0.07142857142857142, 0.1, -0.3333333333333333, -0.2, -0.06666666666666667, 1.0, -0.09090909090909091, 0.2]","[-0.06666666666666667, 0.16666666666666666, -0.08333333333333333, -0.06666666666666667, -0.1, 0.3333333333333333, -0.14285714285714285, 0.14285714285714285, 0.25, 0.1, -0.1111111111111111]","[-16, -16, 32, -56, 40, -12, -20, -60, 4, -44, 20]","[-60, 24, -48, -60, -40, 12, -28, 28, 16, 40, -36]","[-4, -14, -5, 5, 10, 8, -11, -15, 1, -3, -4]","[6, -10, -12, -15, -15, -9, 7, 4, -7, 10, 3]","[-15, -4, -12, -15, -10, -3, -7, -15, 1, -11, -9]","[-4, -14, -12, -15, -15, -9, -11, -15, -7, -3, -4]","[-11, 0, -8, -11, -6, 1, -3, -11, 5, -7, -5]","[-60, -16, -48, -60, -40, -12, -28, -60, 4, -44, -36]","[-0.25, -0.25, -0.08333333333333333, -0.07142857142857142, -0.1, -0.3333333333333333, -0.2, -0.06666666666666667, 0.25, -0.09090909090909091, -0.1111111111111111]","[-15, -4, -12, -15, 4, -10, -3, -7, -15, 1, -11, -9]","[-4, -12, -15, -10, -3, -7, -15, 1, -11, -9]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
38,"[-14, 6, 4, -19, -15, -12, -10, -3, -14, -1, -7]","[-10, -10, -16, 9, -7, 5, 4, 5, 5, -9, -15]","[-10, 10, 8, -15, -11, -8, -6, 1, -10, 3, -3]","[-6, -6, -12, 13, -3, 9, 8, 9, 9, -5, -11]","[-14, 6, 4, -19, -15, -12, -10, -3, -1, -7]","[-10, -10, -16, 9, -7, 5, 4, 5, -9, -15]","[-14, 6, 4, -19, -15, -12, 4, -10, -3, -14, -1, -7]","[-10, -10, -16, 9, -7, 5, 4, 4, 5, 5, -9, -15]","[-0.07142857142857142, 0.16666666666666666, 0.25, -0.05263157894736842, -0.06666666666666667, -0.08333333333333333, -0.1, -0.3333333333333333, -0.07142857142857142, -1.0, -0.14285714285714285]","[-0.1, -0.1, -0.0625, 0.1111111111111111, -0.14285714285714285, 0.2, 0.25, 0.2, 0.2, -0.1111111111111111, -0.06666666666666667]","[-56, 24, 16, -76, -60, -48, -40, -12, -56, -4, -28]","[-40, -40, -64, 36, -28, 20, 16, 20, 20, -36, -60]","[6, 4, -7, -1, -19, -15, -12, -14, -14, -10, -3]","[-9, -15, -16, 5, -10, 5, -10, 4, 5, -7, 9]","[-14, -10, -16, -19, -15, -12, -10, -3, -14, -9, -15]","[-9, -15, -16, -1, -19, -15, -12, -14, -14, -10, -3]","[-10, -6, -12, -15, -11, -8, -6, 1, -10, -5, -11]","[-56, -40, -64, -76, -60, -48, -40, -12, -56, -36, -60]","[-0.1, -0.1, -0.0625, -0.05263157894736842, -0.14285714285714285, -0.08333333333333333, -0.1, -0.3333333333333333, -0.07142857142857142, -1.0, -0.14285714285714285]","[-14, -10, -16, -19, -15, -12, 4, -10, -3, -14, -9, -15]","[-14, -10, -16, -19, -15, -12, -10, -3, -9, -15]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
