,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
21,"[-3, 14, 18, 17, -2, 3, 22, 8, 8]","[5, -1, 15, 8, 0, 2, 7, 10, 12]","[5, 22, 26, 25, 6, 11, 30, 16, 16]","[9, 3, 19, 12, 4, 6, 11, 14, 16]","[-3, 14, 18, 17, -2, 3, 22, 8]","[5, -1, 15, 8, 0, 2, 7, 12]","[-3, 14, 18, 17, -2, 3, 8, 22, 8, 8]","[5, -1, 15, 8, 0, 2, 4, 7, 10, 12]","[0.07500000000000001, -0.9333333333333333, 0.39999999999999997, 0.2361111111111111, -0.5, 1.0, 0.06666666666666667, -0.5, -0.25]","[0.2, -1.0, 0.06666666666666667, 0.125, 'ZeroDivisionError', 0.5, 0.14285714285714285, 0.1, 0.08333333333333333]","[-12, 56, 72, 68, -8, 12, 88, 32, 32]","[20, -4, 60, 32, 0, 8, 28, 40, 48]","[22, -2, -2, 0, 13, 23, 15, 14, 2]","[7, 0, 2, -1, 15, 8, 12, 5, 10]","[-3, 14, 18, 17, -2, 3, 22, 8, 8]","[22, -2, -2, 0, 13, 23, 15, 14, 2]","[5, 22, 26, 25, 6, 11, 30, 16, 16]","[-12, 56, 72, 68, -8, 12, 88, 32, 32]",error,"[-3, 14, 18, 17, -2, 3, 8, 22, 8, 8]","[-3, 14, 18, 17, -2, 3, 22, 8]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
22,"[7, -16, 15, 22, -9]","[-5, -10, 5, 11, -3]","[15, -8, 23, 30, -1]","[-1, -6, 9, 15, 1]","[-16, 15, 22, -9]","[-10, 5, 11, -3]","[7, 8, -16, 15, 22, -9]","[-5, 4, -10, 5, 11, -3]","[-0.11666666666666668, -0.26666666666666666, 0.30000000000000004, 0.18181818181818182, -0.5]","[-0.2, -0.1, 0.2, 0.09090909090909091, -0.3333333333333333]","[28, -64, 60, 88, -36]","[-20, -40, 20, 44, -12]","[23, -9, -16, 16, 5]","[11, -3, -10, 5, -5]","[7, -16, 15, 22, -9]","[23, -9, -16, 16, 5]","[15, -8, 23, 30, -1]","[28, -64, 60, 88, -36]","[-0.11666666666666668, -0.26666666666666666, 0.30000000000000004, 0.18181818181818182, -0.5]","[7, 8, -16, 15, 22, -9]","[-16, 15, 22, -9]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
23,"[-14, -18, -11, -9, 0, 14, -6, -20, -12, 4, -17, -10, -3, 11]","[-10, -5, -1, -5, 9, 6, -13, -6, -11, 6, -1, -14, 3, 5]","[-6, -10, -3, -1, 8, 22, 2, -12, -4, 12, -9, -2, 5, 19]","[-6, -1, 3, -1, 13, 10, -9, -2, -7, 10, 3, -10, 7, 9]","[-14, -18, -11, -9, 0, 14, -6, -20, -12, 4, -17, -10, -3]","[-10, -5, -1, -5, 9, 6, -13, -6, -11, 6, -1, -14, 3]","[8, -14, -18, -11, -9, 0, 14, -6, -20, -12, 4, -17, -10, -3, 11]","[4, -10, -5, -1, -5, 9, 6, -13, -6, -11, 6, -1, -14, 3, 5]","[-0.35, -0.27692307692307694, -1.1, -0.45, 0.0, 0.29166666666666663, 0.06593406593406592, -0.23809523809523808, -1.0909090909090908, -0.33333333333333337, -1.0625, 0.17857142857142858, 0.16666666666666666, 0.3666666666666667]","[-0.1, -0.2, -1.0, -0.2, 0.1111111111111111, 0.16666666666666666, -0.07692307692307693, -0.16666666666666666, -0.09090909090909091, 0.16666666666666666, -1.0, -0.07142857142857142, 0.3333333333333333, 0.2]","[-56, -72, -44, -36, 0, 56, -24, -80, -48, 16, -68, -40, -12, 44]","[-40, -20, -4, -20, 36, 24, -52, -24, -44, 24, -4, -56, 12, 20]","[-4, 0, 4, -8, -10, 3, -7, -22, -4, -23, -17, 1, -9, 5]","[6, 9, 5, 6, -14, -5, -1, -6, -11, -10, -13, 3, -5, -1]","[-14, -18, -11, -9, 0, 14, -6, -20, -12, 4, -17, -10, -3, 11]","[-4, 0, 4, -8, -10, 3, -7, -22, -4, -23, -17, 1, -9, 5]","[-6, -10, -3, -1, 8, 22, 2, -12, -4, 12, -9, -2, 5, 19]","[-56, -72, -44, -36, 0, 56, -24, -80, -48, 16, -68, -40, -12, 44]","[-0.35, -0.27692307692307694, -1.1, -0.45, 0.0, 0.29166666666666663, 0.06593406593406592, -0.23809523809523808, -1.0909090909090908, -0.33333333333333337, -1.0625, 0.17857142857142858, 0.16666666666666666, 0.3666666666666667]","[8, -14, -18, -11, -9, 0, 14, -6, -20, -12, 4, -17, -10, -3, 11]","[-14, -18, -11, -9, 0, 14, -6, -20, -12, 4, -17, -10, -3]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
24,"[22, 7, -2, 20, 2, -9]","[8, -2, -4, 8, -3, -6]","[30, 15, 6, 28, 10, -1]","[12, 2, 0, 12, 1, -2]","[22, 7, -2, 2, -9]","[8, -2, -4, -3, -6]","[22, 7, 8, -2, 20, 2, -9]","[8, -2, 4, -4, 8, -3, -6]","[0.19642857142857142, -0.3888888888888889, 0.25, 0.20833333333333331, -0.1333333333333333, -0.5]","[0.125, -0.5, -0.25, 0.125, -0.3333333333333333, -0.16666666666666666]","[88, 28, -8, 80, 8, -36]","[32, -8, -16, 32, -12, -24]","[3, 5, 20, -9, 10, 11]","[-2, -4, 8, -6, 8, -3]","[22, 7, -2, 20, 2, -9]","[3, 5, 20, -9, 10, 11]","[30, 15, 6, 28, 10, -1]","[88, 28, -8, 80, 8, -36]","[0.19642857142857142, -0.3888888888888889, 0.25, 0.20833333333333331, -0.1333333333333333, -0.5]","[22, 7, 8, -2, 20, 2, -9]","[22, 7, -2, 2, -9]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
25,"[12, -1, -13, 6, -7, 8, 4, 3, 6, 1, -5, 7, 12]","[4, -6, -7, 11, -4, 4, 6, 1, -3, -7, 1, 6, 10]","[20, 7, -5, 14, 1, 16, 12, 11, 14, 9, 3, 15, 20]","[8, -2, -3, 15, 0, 8, 10, 5, 1, -3, 5, 10, 14]","[12, -1, -13, 6, -7, 8, 4, 3, 6, 1, 7, 12]","[4, -6, -7, 11, -4, 4, 6, 1, -3, -7, 6, 10]","[12, -1, -13, 6, -7, 8, 8, 4, 3, 6, 1, -5, 7, 12]","[4, -6, -7, 11, -4, 4, 4, 6, 1, -3, -7, 1, 6, 10]","[0.375, 0.033333333333333354, -0.30952380952380953, -0.1090909090909091, -0.5833333333333333, 0.5, -0.33333333333333337, 1.5, -0.2222222222222222, -0.01785714285714285, 0.8333333333333334, 1.1666666666666667, 0.6]","[0.25, -0.16666666666666666, -0.14285714285714285, 0.09090909090909091, -0.25, 0.25, 0.16666666666666666, 1.0, -0.3333333333333333, -0.14285714285714285, 1.0, 0.16666666666666666, 0.1]","[48, -4, -52, 24, -28, 32, 16, 12, 24, 4, -20, 28, 48]","[16, -24, -28, 44, -16, 16, 24, 4, -12, -28, 4, 24, 40]","[-2, 1, 5, 7, 9, 3, 3, 0, 6, -10, 5, -3, 9]","[4, -4, 10, 6, 1, -6, 1, 6, 4, -7, -3, -7, 11]","[12, -1, -13, 6, -7, 8, 4, 3, 6, 1, -5, 7, 12]","[-2, 1, 5, 7, 9, 3, 3, 0, 6, -10, 5, -3, 9]","[20, 7, -5, 14, 1, 16, 12, 11, 14, 9, 3, 15, 20]","[48, -4, -52, 24, -28, 32, 16, 12, 24, 4, -20, 28, 48]","[0.375, 0.033333333333333354, -0.30952380952380953, -0.1090909090909091, -0.5833333333333333, 0.5, -0.33333333333333337, 1.5, -0.2222222222222222, -0.01785714285714285, 0.8333333333333334, 1.1666666666666667, 0.6]","[12, -1, -13, 6, -7, 8, 8, 4, 3, 6, 1, -5, 7, 12]","[12, -1, -13, 6, -7, 8, 4, 3, 6, 1, 7, 12]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
26,"[-16, -17, -21, -8, -20, -26, -1, -21, -10, -13, 4, -12, -19]","[-4, -14, -9, -15, -6, -13, 4, -8, -17, -16, 6, -17, -15]","[-8, -9, -13, 0, -12, -18, 7, -13, -2, -5, 12, -4, -11]","[0, -10, -5, -11, -2, -9, 8, -4, -13, -12, 10, -13, -11]","[-16, -17, -21, -8, -20, -26, -1, -21, -10, -13, 4, -19]","[-4, -14, -9, -15, -6, -13, 4, -8, -17, -16, 6, -15]","[-16, -17, -21, -8, -20, -26, -1, -21, -10, -13, 4, 8, -12, -19]","[-4, -14, -9, -15, -6, -13, 4, -8, -17, -16, 6, 4, -17, -15]","[-0.3333333333333333, -0.40476190476190477, -0.19444444444444442, 0.07619047619047618, -0.23809523809523808, -0.15384615384615385, 0.04999999999999999, -0.20192307692307693, 0.08403361344537814, 0.2708333333333333, -0.33333333333333337, 0.1411764705882353, -0.31666666666666665]","[-0.25, -0.07142857142857142, -0.1111111111111111, -0.06666666666666667, -0.16666666666666666, -0.07692307692307693, 0.25, -0.125, -0.058823529411764705, -0.0625, 0.16666666666666666, -0.058823529411764705, -0.06666666666666667]","[-64, -68, -84, -32, -80, -104, -4, -84, -40, -52, 16, -48, -76]","[-16, -56, -36, -60, -24, -52, 16, -32, -68, -64, 24, -68, -60]","[3, -13, -28, -9, -10, -9, -10, -27, -10, -16, -30, -10, -11]","[6, -8, -14, -16, -6, 4, -17, -15, -15, -4, -17, -13, -9]","[-16, -17, -21, -8, -20, -26, -1, -21, -10, -13, 4, -12, -19]","[3, -13, -28, -9, -10, -9, -10, -27, -10, -16, -30, -10, -11]","[-8, -9, -13, 0, -12, -18, 7, -13, -2, -5, 12, -4, -11]","[-64, -68, -84, -32, -80, -104, -4, -84, -40, -52, 16, -48, -76]","[-0.3333333333333333, -0.40476190476190477, -0.19444444444444442, 0.07619047619047618, -0.23809523809523808, -0.15384615384615385, 0.04999999999999999, -0.20192307692307693, 0.08403361344537814, 0.2708333333333333, -0.33333333333333337, 0.1411764705882353, -0.31666666666666665]","[-16, -17, -21, -8, -20, -26, -1, -21, -10, -13, 4, 8, -12, -19]","[-16, -17, -21, -8, -20, -26, -1, -21, -10, -13, 4, -19]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
27,"[-10, -11, -3, 5, -9]","[-1, 1, 5, 3, 2]","[-2, -3, 5, 13, -1]","[3, 5, 9, 7, 6]","[-10, -11, 5, -9]","[-1, 1, 3, 2]","[8, -10, -11, -3, 5, -9]","[4, -1, 1, 5, 3, 2]","[-1.1111111111111112, 0.9166666666666666, 0.07500000000000001, 0.8333333333333333, 0.40909090909090906]","[-1.0, 1.0, 0.2, 0.3333333333333333, 0.5]","[-40, -44, -12, 20, -36]","[-4, 4, 20, 12, 8]","[-8, -6, -12, 5, -7]","[1, 2, -1, 3, 5]","[-10, -11, -3, 5, -9]","[-8, -6, -12, 5, -7]","[-2, -3, 5, 13, -1]","[-40, -44, -12, 20, -36]","[-1.1111111111111112, 0.9166666666666666, 0.07500000000000001, 0.8333333333333333, 0.40909090909090906]","[8, -10, -11, -3, 5, -9]","[-10, -11, 5, -9]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
28,"[-8, -10, -10]","[-16, 2, 4]","[0, -2, -2]","[-12, 6, 8]","[-8, -10]","[-16, 4]","[-8, -10, -10, 8]","[-16, 2, 4, 4]","[0.0625, 0.4166666666666667, 0.17857142857142858]","[-0.0625, 0.5, 0.25]","[-32, -40, -40]","[-64, 8, 16]","[-8, -12, -8]","[4, 2, -16]","[-8, -10, -10]","[-8, -12, -8]","[0, -2, -2]","[-32, -40, -40]","[0.0625, 0.4166666666666667, 0.17857142857142858]","[-8, -10, -10, 8]","[-8, -10]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
29,"[-24, 3, -4]","[-18, -3, -8]","[-16, 11, 4]","[-14, 1, -4]","[-24, -4]","[-18, -8]","[8, -24, 3, -4]","[4, -18, -3, -8]","[-0.2222222222222222, -0.16666666666666666, 0.125]","[-0.05555555555555555, -0.3333333333333333, -0.125]","[-96, 12, -16]","[-72, -12, -32]","[-9, -4, -12]","[-3, -8, -18]","[-24, 3, -4]","[-9, -4, -12]","[-16, 11, 4]","[-96, 12, -16]","[-0.2222222222222222, -0.16666666666666666, 0.125]","[8, -24, 3, -4]","[-24, -4]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
30,"[8, 3, 22, 17]","[3, 7, 12, 7]","[16, 11, 30, 25]","[7, 11, 16, 11]","[8, 22, 17]","[3, 12, 7]","[8, 3, 22, 17, 8]","[3, 7, 12, 7, 4]","[0.5333333333333333, -0.10714285714285715, 0.18333333333333335, 0.24285714285714285]","[0.3333333333333333, 0.14285714285714285, 0.08333333333333333, 0.14285714285714285]","[32, 12, 88, 68]","[12, 28, 48, 28]","[17, 17, 8, 8]","[7, 7, 12, 3]","[8, 3, 22, 17]","[17, 17, 8, 8]","[16, 11, 30, 25]","[32, 12, 88, 68]","[0.5333333333333333, -0.10714285714285715, 0.18333333333333335, 0.24285714285714285]","[8, 3, 22, 17, 8]","[8, 22, 17]",Violate,No-violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0,0
31,"[8, -8, -16, 2, 6, 12, 5, 11, 6, -29]","[8, -4, -8, -2, -3, 6, 6, 12, 2, -15]","[16, 0, -8, 10, 14, 20, 13, 19, 14, -21]","[12, 0, -4, 2, 1, 10, 10, 16, 6, -11]","[8, -8, -16, 2, 6, 12, 5, 6, -29]","[8, -4, -8, -2, -3, 6, 6, 2, -15]","[8, -8, -16, 2, 8, 6, 12, 5, 11, 6, -29]","[8, -4, -8, -2, 4, -3, 6, 6, 12, 2, -15]","['ZeroDivisionError', -0.25, -0.125, 0.25, 0.1111111111111111, 0.16666666666666666, -1.0, -1.0, 0.25, -0.07142857142857142]","[0.125, -0.25, -0.125, -0.5, -0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.08333333333333333, 0.5, -0.06666666666666667]","[32, -32, -64, 8, 24, 48, 20, 44, 24, -116]","[32, -16, -32, -8, -12, 24, 24, 48, 8, -60]","[-29, -3, 1, 4, -9, 6, 15, -12, 12, 12]","[-15, -2, -3, 8, -8, 2, 6, -4, 6, 12]","[8, -8, -16, 2, 6, 12, 5, 11, 6, -29]","[-29, -3, 1, 4, -9, 6, 15, -12, 12, 12]","[16, 0, -8, 10, 14, 20, 13, 19, 14, -21]","[32, -32, -64, 8, 24, 48, 20, 44, 24, -116]",error,"[8, -8, -16, 2, 8, 6, 12, 5, 11, 6, -29]","[8, -8, -16, 2, 6, 12, 5, 6, -29]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
32,"[-6, 15, 7, 8, 8]","[-1, 1, 7, 3, 0]","[2, 23, 15, 16, 16]","[3, 5, 11, 7, 4]","[-6, 15, 7, 8]","[-1, 1, 7, 3]","[-6, 15, 7, 8, 8, 8]","[-1, 1, 7, 4, 3, 0]","[-1.2, 1.0714285714285714, 'ZeroDivisionError', 0.2, 0.125]","[-1.0, 1.0, 0.14285714285714285, 0.3333333333333333, 'ZeroDivisionError']","[-24, 60, 28, 32, 32]","[-4, 4, 28, 12, 0]","[15, -2, 8, 4, 7]","[1, 3, 0, -1, 7]","[-6, 15, 7, 8, 8]","[15, -2, 8, 4, 7]","[2, 23, 15, 16, 16]","[-24, 60, 28, 32, 32]",error,"[-6, 15, 7, 8, 8, 8]","[-6, 15, 7, 8]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
33,"[0, 5, -6]","[0, -9, 7]","[8, 13, 2]","[4, -5, 11]","[0, 5]","[0, -9]","[8, 0, 5, -6]","[4, 0, -9, 7]","['ZeroDivisionErrorZeroDivisionError', -0.03968253968253968, 0.06593406593406592]","['ZeroDivisionError', -0.1111111111111111, 0.14285714285714285]","[0, 20, -24]","[0, -36, 28]","[7, -22, 14]","[7, -9, 0]","[0, 5, -6]","[7, -22, 14]","[8, 13, 2]","[0, 20, -24]","['ZeroDivisionErrorZeroDivisionError', -0.03968253968253968, 0.06593406593406592]","[8, 0, 5, -6]","[0, 5]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
34,"[19, -3, 2, 1, 16, 21, -6, 20, -4, 21, -4, 18, 3]","[8, 2, 4, -4, 6, 15, -1, 11, -1, 7, -4, 8, -3]","[27, 5, 10, 9, 24, 29, 2, 28, 4, 29, 4, 26, 11]","[12, 6, 8, 0, 10, 19, 3, 15, 3, 11, 0, 12, 1]","[19, -3, 2, 1, 16, 21, -6, 20, 21, -4, 18, 3]","[8, 2, 4, -4, 6, 15, -1, 11, 7, -4, 8, -3]","[19, -3, 2, 1, 16, 21, -6, 8, 20, -4, 21, -4, 18, 3]","[8, 2, 4, -4, 6, 15, -1, 4, 11, -1, 7, -4, 8, -3]","[0.2159090909090909, 0.3, -0.25, -0.04999999999999999, 0.26666666666666666, 0.23333333333333334, -1.2, 0.20202020202020202, -1.3333333333333333, 0.21428571428571427, 'ZeroDivisionError', 0.1, 0.16666666666666666]","[0.125, 0.5, 0.25, -0.25, 0.16666666666666666, 0.06666666666666667, -1.0, 0.09090909090909091, -1.0, 0.14285714285714285, -0.25, 0.125, -0.3333333333333333]","[76, -12, 8, 4, 64, 84, -24, 80, -16, 84, -16, 72, 12]","[32, 8, 16, -16, 24, 60, -4, 44, -4, 28, -16, 32, -12]","[1, 20, 3, 15, 5, 2, 5, 14, 21, 8, 2, -4, 12]","[-4, 6, 8, 15, -4, 7, -1, 8, 11, -3, 4, -1, 2]","[19, -3, 2, 1, 16, 21, -6, 20, -4, 21, -4, 18, 3]","[1, 20, 3, 15, 5, 2, 5, 14, 21, 8, 2, -4, 12]","[27, 5, 10, 9, 24, 29, 2, 28, 4, 29, 4, 26, 11]","[76, -12, 8, 4, 64, 84, -24, 80, -16, 84, -16, 72, 12]",error,"[19, -3, 2, 1, 16, 21, -6, 8, 20, -4, 21, -4, 18, 3]","[19, -3, 2, 1, 16, 21, -6, 20, 21, -4, 18, 3]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
35,"[7, 5, 14, 1, -1, -5, 0, -8, 4, -3, 6]","[1, 10, 9, 4, 2, 2, -4, -1, 3, -7, 9]","[15, 13, 22, 9, 7, 3, 8, 0, 12, 5, 14]","[5, 14, 13, 8, 6, 6, 0, 3, 7, -3, 13]","[7, 5, 14, 1, -1, -5, -8, 4, -3, 6]","[1, 10, 9, 4, 2, 2, -1, 3, -7, 9]","[7, 8, 5, 14, 1, -1, -5, 0, -8, 4, -3, 6]","[1, 4, 10, 9, 4, 2, 2, -4, -1, 3, -7, 9]","[1.1666666666666667, -0.1, 0.3111111111111111, -0.08333333333333331, 0.16666666666666669, 0.35714285714285715, 0.0, -1.1428571428571428, 1.3333333333333333, 0.10714285714285715, -0.2222222222222222]","[1.0, 0.1, 0.1111111111111111, 0.25, 0.5, 0.5, -0.25, -1.0, 0.3333333333333333, -0.14285714285714285, 0.1111111111111111]","[28, 20, 56, 4, -4, -20, 0, -32, 16, -12, 24]","[4, 40, 36, 16, 8, 8, -16, -4, 12, -28, 36]","[-7, 13, 5, 2, 7, -4, -5, 7, 11, -10, 1]","[-4, 9, -1, 9, 3, 1, 2, 2, 10, -7, 4]","[7, 5, 14, 1, -1, -5, 0, -8, 4, -3, 6]","[-7, 13, 5, 2, 7, -4, -5, 7, 11, -10, 1]","[15, 13, 22, 9, 7, 3, 8, 0, 12, 5, 14]","[28, 20, 56, 4, -4, -20, 0, -32, 16, -12, 24]","[1.1666666666666667, -0.1, 0.3111111111111111, -0.08333333333333331, 0.16666666666666669, 0.35714285714285715, 0.0, -1.1428571428571428, 1.3333333333333333, 0.10714285714285715, -0.2222222222222222]","[7, 8, 5, 14, 1, -1, -5, 0, -8, 4, -3, 6]","[7, 5, 14, 1, -1, -5, -8, 4, -3, 6]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
36,"[13, -13, -3, 7, 2, -8, -7, 1, 10, 9, 3, -3, -3, -6]","[4, -5, 3, 0, -6, 0, 0, 0, 8, 5, 10, 0, -6, -7]","[21, -5, 5, 15, 10, 0, 1, 9, 18, 17, 11, 5, 5, 2]","[8, -1, 7, 4, -2, 4, 4, 4, 12, 9, 14, 4, -2, -3]","[13, -13, -3, 7, 2, -7, 1, 10, 9, 3, -3, -3, -6]","[4, -5, 3, 0, -6, 0, 0, 8, 5, 10, 0, -6, -7]","[13, -13, -3, 7, 8, 2, -8, -7, 1, 10, 9, 3, -3, -3, -6]","[4, -5, 3, 0, 4, -6, 0, 0, 0, 8, 5, 10, 0, -6, -7]","[0.3611111111111111, -0.325, 0.16666666666666666, 0.14285714285714285, 0.125, -0.125, -0.14285714285714285, 1.0, 0.5, 0.25, -0.14285714285714285, -0.3333333333333333, 0.3333333333333333, 1.0]","[0.25, -0.2, 0.3333333333333333, 'ZeroDivisionError', -0.16666666666666666, 'ZeroDivisionError', 'ZeroDivisionError', 'ZeroDivisionError', 0.125, 0.2, 0.1, 'ZeroDivisionError', -0.16666666666666666, -0.14285714285714285]","[52, -52, -12, 28, 8, -32, -28, 4, 40, 36, 12, -12, -12, -24]","[16, -20, 12, 0, -24, 0, 0, 0, 32, 20, 40, 0, -24, -28]","[-4, 0, 17, 1, 13, -13, 4, 2, -2, 8, -14, -7, -3, 0]","[-5, -7, 8, 0, 10, -6, 0, 0, 4, 0, -6, 0, 5, 3]","[13, -13, -3, 7, 2, -8, -7, 1, 10, 9, 3, -3, -3, -6]","[-4, 0, 17, 1, 13, -13, 4, 2, -2, 8, -14, -7, -3, 0]","[21, -5, 5, 15, 10, 0, 1, 9, 18, 17, 11, 5, 5, 2]","[52, -52, -12, 28, 8, -32, -28, 4, 40, 36, 12, -12, -12, -24]",error,"[13, -13, -3, 7, 8, 2, -8, -7, 1, 10, 9, 3, -3, -3, -6]","[13, -13, -3, 7, 2, -7, 1, 10, 9, 3, -3, -3, -6]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
37,"[-19, 2, -4, -29, 0, 0, -12, -8, 5, -1, -4]","[-15, 6, -12, -15, -10, 3, -7, 7, 4, 10, -9]","[-11, 10, 4, -21, 8, 8, -4, 0, 13, 7, 4]","[-11, 10, -8, -11, -6, 7, -3, 11, 8, 14, -5]","[2, -4, -29, 0, 0, -12, -8, 5, -1, -4]","[6, -12, -15, -10, 3, -7, 7, 4, 10, -9]","[-19, 2, -4, -29, 8, 0, 0, -12, -8, 5, -1, -4]","[-15, 6, -12, -15, 4, -10, 3, -7, 7, 4, 10, -9]","[-0.31666666666666665, -0.08333333333333334, 0.04166666666666667, -0.1380952380952381, 0.0, 0.0, -0.34285714285714286, 0.07619047619047618, 1.25, 0.009090909090909094, 0.0888888888888889]","[-0.06666666666666667, 0.16666666666666666, -0.08333333333333333, -0.06666666666666667, -0.1, 0.3333333333333333, -0.14285714285714285, 0.14285714285714285, 0.25, 0.1, -0.1111111111111111]","[-76, 8, -16, -116, 0, 0, -48, -32, 20, -4, -16]","[-60, 24, -48, -60, -40, 12, -28, 28, 16, 40, -36]","[2, -24, -17, -10, -5, -1, -4, -11, -6, 7, -1]","[6, -10, -12, -15, -15, -9, 7, 4, -7, 10, 3]","[-19, 2, -4, -29, 0, 0, -12, -8, 5, -1, -4]","[2, -24, -17, -10, -5, -1, -4, -11, -6, 7, -1]","[-11, 10, 4, -21, 8, 8, -4, 0, 13, 7, 4]","[-76, 8, -16, -116, 0, 0, -48, -32, 20, -4, -16]","[-0.31666666666666665, -0.08333333333333334, 0.04166666666666667, -0.1380952380952381, 0.0, 0.0, -0.34285714285714286, 0.07619047619047618, 1.25, 0.009090909090909094, 0.0888888888888889]","[-19, 2, -4, -29, 8, 0, 0, -12, -8, 5, -1, -4]","[2, -4, -29, 0, 0, -12, -8, 5, -1, -4]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
38,"[-24, -4, -12, -10, -22, -7, -6, 2, -9, -10, -22]","[-10, -10, -16, 9, -7, 5, 4, 5, 5, -9, -15]","[-16, 4, -4, -2, -14, 1, 2, 10, -1, -2, -14]","[-6, -6, -12, 13, -3, 9, 8, 9, 9, -5, -11]","[-24, -4, -12, -10, -22, -7, -6, 2, -10, -22]","[-10, -10, -16, 9, -7, 5, 4, 5, -9, -15]","[-24, -4, -12, -10, -22, -7, 8, -6, 2, -9, -10, -22]","[-10, -10, -16, 9, -7, 5, 4, 4, 5, 5, -9, -15]","[-0.17142857142857143, 0.06666666666666665, 0.1875, 0.05847953216374269, -0.2095238095238095, 0.11666666666666668, 0.15, -0.1333333333333333, 0.1285714285714286, -1.1111111111111112, -0.2095238095238095]","[-0.1, -0.1, -0.0625, 0.1111111111111111, -0.14285714285714285, 0.2, 0.25, 0.2, 0.2, -0.1111111111111111, -0.06666666666666667]","[-96, -16, -48, -40, -88, -28, -24, 8, -36, -40, -88]","[-40, -40, -64, 36, -28, 20, 16, 20, 20, -36, -60]","[-3, -11, -23, 4, -29, -10, -22, -10, -9, -17, 6]","[-9, -15, -16, 5, -10, 5, -10, 4, 5, -7, 9]","[-24, -4, -12, -10, -22, -7, -6, 2, -9, -10, -22]","[-3, -11, -23, 4, -29, -10, -22, -10, -9, -17, 6]","[-16, 4, -4, -2, -14, 1, 2, 10, -1, -2, -14]","[-96, -16, -48, -40, -88, -28, -24, 8, -36, -40, -88]","[-0.17142857142857143, 0.06666666666666665, 0.1875, 0.05847953216374269, -0.2095238095238095, 0.11666666666666668, 0.15, -0.1333333333333333, 0.1285714285714286, -1.1111111111111112, -0.2095238095238095]","[-24, -4, -12, -10, -22, -7, 8, -6, 2, -9, -10, -22]","[-24, -4, -12, -10, -22, -7, -6, 2, -10, -22]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
